Serial Number,Document Type,Year,Title,Abstract,Authors,Source,GPT Primary,GPT Primary Desc,GPT Secondary,GPT Tertiary,GPT Reasoning,Claude Primary,Claude Primary Desc,Claude Secondary,Claude Tertiary,Claude Reasoning
P21,paper,2025,Comprehensive modelling of ferrofluids via dual dissipation mechanisms for multiplexed thermal activation,"Ferrofluids, composed of magnetic nanoparticles (MNPs), act as magnetothermal energy transducers under alternating magnetic fields. Heat conversion occurs through two primary mechanisms: Néel relaxation and Brownian relaxation. However, establishing activation standards for each particle type remains challenging, with significant discrepancies between theoretical and experimental values. We propose that these discrepancies arise not only from the nonlinear responses of magnetic particles but also from the simultaneous occurrence of both heat generation mechanisms. To address this issue, we propose a refined equation that considers the dual dissipation of each relaxation process. This comprehensive model predicts the transduced power more accurately and helps trace the stochastic Brownian rotation inside magnetic colloidal suspensions. Furthermore, our approach theoretically proves the multiplexed activation with three (or more) channels, which cannot be verified using the conventional theory. This study offers insights into the selection of stable operations for magnetothermal energy conversion, whether in single or multiple channels. © The Author(s) 2025.","[""Song M.; Kim D.; Heo J.; Park D.; Kim J.; Heo M.S.; Choi H.-J.""]",NPG Asia Materials,26,Computation > Heat,24,13,"The abstract primarily discusses the heat conversion mechanisms in ferrofluids, focusing on magnetothermal energy transduction, which aligns with 'Heat' (26). The proposal of a refined equation to model these mechanisms suggests a significant computational aspect, fitting 'Modelling' (24). The discussion of discrepancies between theoretical and experimental values and the dual dissipation model relates to the 'Properties' (13) of the ferrofluids.",24,"Computation > Modelling (ODE, Boundary value, Two-phase, Lifting force, Magneto-optical, Dipole, Strain Energy, Susceptibility)",26,40,Primary: 24 (Modelling) - The abstract focuses on developing a refined theoretical equation/model for dual dissipation mechanisms in ferrofluids. Secondary: 26 (Heat) - The work specifically addresses heat conversion and magnetothermal energy transduction mechanisms. Tertiary: 40 (Medical Hyperthermia) - The magnetothermal energy conversion and multiplexed activation channels described are commonly applied in hyperthermia treatments.
P22,paper,2025,EFFICIENT FULLY DISCRETE FINITE ELEMENT SCHEME FOR THE FERROHYDRODYNAMIC ROSENSWEIG MODEL AND SIMULATIONS OF FERROFLUID ROTATIONAL FLOW PROBLEMS,"This article focuses on numerical approximations of the ferrohydrodynamic (FHD) Rosensweig model of ferrofluids, which comprises the Navier-Stokes equations, the angular momentum equations, the magnetization equations, and the magnetostatic equation, as well as the simulations of the ferrofluid rotational flow problems. The model's strong coupling feature, encompassing both linear and nonlinear aspects, poses a significant challenge in the development of efficient numerical algorithms, particularly for fully decoupled-type schemes with unconditional energy stability. A significant new challenge in the Rosensweig model, as opposed to the relatively well-studied Shliomis FHD model, is the coupling with the extra angular momentum equations, particularly seen in the linear coupling between the angular velocity of the particle spinning and the flow velocity, demanding innovative numerical strategies to effectively address this complexity. By introducing a new nonlocal auxiliary variable and constructing an ordinary differential equation with a special structure for it, we can simplify the complex coupling terms in the modified but equivalent governing system via explicit discretization. This novel method, along with the ZEC (zero energy contribution) decoupling method, reconstruction of the magnetostatic equation, the spatial finite element method, and the second-order projection method for hydrodynamics, allows us to obtain a fully discrete scheme that is unconditionally energy stable, fully decoupled, linear, and second-order accurate in time. Only a few independent linear elliptic/parabolic problems with constant coefficients need to be solved at each time step. The unconditional energy stability and well-posedness of the scheme are also established. In addition, simulations, including 2D/3D spin-up and annular flows, are implemented to verify the stability and accuracy of the scheme, with the numerical results exhibiting good agreement with experimental and physical analyses. © 2025 Society gor Industrial and Applied Mathematics.","[""Zhang G.-D.; He X.; Yang X.""]",SIAM Journal on Scientific Computing,24,"Computation > Modelling (ODE, Boundary value, Two-phase, Lifting force, Magneto-optical, Dipole, Strain Energy, Susceptibility)",28,22,"The abstract primarily discusses the development of numerical methods for the Rosensweig model of ferrofluids, which involves complex coupling and requires innovative modeling strategies, making 'Modelling' (24) the primary focus. The emphasis on achieving unconditional energy stability and well-posedness of the scheme aligns with 'Stability and other' (28) as the secondary focus. The use of simulations and finite element methods to solve the ferrofluid flow problems suggests 'CFD' (22) as the tertiary focus.",22,Computation > CFD,24,28,"Primary: 22 (CFD) - The abstract focuses on numerical approximations of ferrohydrodynamic equations including Navier-Stokes, which is core computational fluid dynamics. Secondary: 24 (Modelling) - Extensive discussion of the Rosensweig model, angular momentum equations, and mathematical modeling approaches. Tertiary: 28 (Stability and other) - Significant emphasis on unconditional energy stability, well-posedness, and stability analysis of the numerical scheme."
P24,paper,2025,Synthesis of Fe3O4-Zingiber officinale extract/ZnO/OA/DMSO ferrofluid as antimicrobial agent,"In recent years, the problem of antibiotic resistance has emerged as a significant public health concern. The growing prevalence of antibiotic-resistant microbes hinders the efficacy of these drugs in treating microbial infections. This study reports the successful development of Fe3O4-Zingiber officinale extract/ZnO ferrofluid-based antimicrobial agents synthesized using double surfactants, namely oleic acid (OA) and dimethyl sulfoxide (DMSO). The x-ray diffraction (XRD) characterization produced Fe3O4 and ZnO with crystallite sizes of 12.79-13.58 nm and 38.38-21.12 nm, respectively. Likewise, the results of the SEM characterization showed particle sizes of 36.49-43.67 nm, which tended to agglomerate. Then, the energy dispersive x-ray (EDX) spectrum also confirmed the composition of the nanocomposite with the presence of Fe, Zn, C, and O elements. Meanwhile, the FTIR spectrum showed a function group of Fe3O4-Zingiber officinale extract/ZnO/OA/DMSO ferrofluid at wave number 400-4000 cm−1. The increase in mass of Fe3O4-Zingiber officinale extract nanoparticles causes the octahedral Fe-O vibration peak to shift to a larger wave number of 453-467 cm−1. All samples exhibited superparamagnetic properties, increasing saturation magnetization values by adding Fe3O4-Zingiber officinale extract nanoparticles. Moreover, the antimicrobial activity of ferrofluids was evaluated through the diffusion method on Staphylococcus aureus, Escherichia coli, Bacillus subtilis, and Candida albicans with the optimal inhibition diameter of 12.84, 15.24, 11.90, and 9.01 mm, respectively. These synthesized samples are findings that strengthen the capacity of ferrofluids to inhibit microbial growth, thereby offering a promising avenue for developing novel antimicrobial agents. © 2025 IOP Publishing Ltd. All rights, including for text and data mining, AI training, and similar technologies, are reserved.","[""Berliana Ramadhani D.; Hidayat A.; Nasikhudin; Subadra S.U.I.; Susanto D.; Frida E.; Ratnawulan R.; Munasir M.; Taufiq A.""]",Physica Scripta,14,Material > Evaluation / Characterization,41,13,"The abstract primarily focuses on the evaluation and characterization of a ferrofluid-based antimicrobial agent, as evidenced by the use of techniques like XRD, SEM, EDX, and FTIR. This aligns with code 14. The secondary focus is on the application of these ferrofluids in a pharmaceutical context, targeting antimicrobial activity, which corresponds to code 41. The tertiary focus is on the properties of the ferrofluid, such as superparamagnetic properties and saturation magnetization, which aligns with code 13.",41,Application > Medical (Pharmaceutical),12,14,"Primary 41 (Medical Pharmaceutical) because the study focuses on developing ferrofluid-based antimicrobial agents to address antibiotic resistance, which is a pharmaceutical application. Secondary 12 (Formulation) as the research involves synthesizing Fe3O4-Zingiber officinale extract/ZnO ferrofluids using specific surfactants (oleic acid and DMSO). Tertiary 14 (Evaluation/Characterization) due to extensive characterization using XRD, SEM, EDX, FTIR, and magnetic property analysis."
P25,paper,2025,Field-induced particle dispersion in extremely bidisperse magnetorheological fluids,"Magnetorheological fluids (MRFs) are smart materials with controllable microstructural and mechanical properties, which are of interest for the fabrication of high-performance viscous dampers, energy dissipators, and fast response actuators. Despite their promising applications, achieving a stable, reversible, and homogeneous magnetic suspension remains a challenge due to the dipole–dipole interaction and high mass density of magnetic microparticles. Here, we report a simple strategy for synthesizing extremely bidisperse MRFs with a homogeneous particle distribution using precessing magnetic fields. Our findings reveal a quadratic experimental relationship between the magnetic field intensity and the precession angle, allowing a clear identification of the regions where homogeneous particle dispersion can be achieved. We also examined the effects of particle concentration and magnetic field strength on the 2D morphology and reversibility of particle microstructures. We demonstrate that by tuning the precessing magnetic field and particle concentration, a programmable and rich variety of self-organized 2D particle microstructures such as chains, fractal networks, cellular networks and island-like clusters can be obtained. Overall, the results of this work open the possibility of using precessing magnetic fields to disperse magnetic microparticles in order to obtain extremely bidisperse MRFs with stable and reversible properties, which provides a platform to design magnetic fluid devices with additional control parameters and long-term stability. © 2025 Elsevier B.V.","[""Castro-Merino J.; Bonilla-Fernandez M.A.; Aldama-Reyna C.W.; Vela E.A.; Diestra-Cruz H.; DeLaCruz-Araujo R.A.; Vidal-Urquiza G.C.; Rubio O.""]",Journal of Magnetism and Magnetic Materials,13,Material > Properties,15,12,"The abstract primarily discusses the properties of magnetorheological fluids (MRFs), focusing on achieving stable and reversible properties, which aligns with code 13 (Properties). The manipulation of MRFs using precessing magnetic fields to achieve various microstructures suggests code 15 (Manipulation, Droplets, other) as secondary. The synthesis of bidisperse MRFs with homogeneous particle distribution relates to formulation, making code 12 (Formulation) the tertiary classification.",12,Material > Formulation,14,37,"Primary (12): The abstract focuses on a synthesis strategy for creating bidisperse MRFs with controlled particle distribution using precessing magnetic fields, which is fundamentally about formulation. Secondary (14): Significant emphasis on examining effects of parameters on 2D morphology, reversibility, and characterization of particle microstructures. Tertiary (37): The work involves experimental investigation of magnetic field effects and particle behavior beyond basic evaluation."
P28,paper,2025,Nonconductive ferrofluids from permanently magnetic nanoplatelets hybridized with polar phosphonic ligands,"Ferrofluids composed of permanently magnetic nanoplatelets of barium hexaferrite (BHF NPLs) represent a remarkable class of materials that can form a ferromagnetic liquid state at sufficiently high concentrations. To date, the surfactant dodecylbenzenesulfonic acid (DBSA) has demonstrated an excellent colloidal stability of the BHF NPLs in alcohols. However, a key limitation of DBSA is its labile adsorption onto the NPLs, meaning that the surface coverage by surfactant molecules is highly sensitive to various factors. In this study, we demonstrate that polar ligands based on phosphonic acids and phosphonate esters offer a viable alternative to DBSA, providing enhanced robustness and colloidal stability in low-polar solvents. Phosphonic ligands with the different electron-withdrawing groups and alkyl chain lengths of the terminal chain and linker were synthesized. Their attachment to the surface of the BHF NPLs was studied for various conditions and followed by a combination of spectroscopic techniques, thermogravimetry, and electrokinetic measurements. The results confirmed the theoretically predicted surface condensation of the ligands onto the BHF NPLs surfaces at 120 °C in 1-hexanol, whereas at lower temperatures or in more polar solvents the ligands were mostly physisorbed. The NPL hybrids with chemisorbed ligands having surface densities of at least 0.4 molecules per nm2 formed stable ferrofluids in 1-hexanol. Due to the relatively low polarity of 1-hexanol, the ligands remain protonated and the ferrofluids have negligible electric conductivity and are suitable for the development of novel magneto-optic sensors that can operate under an electric field. © 2025 The Royal Society of Chemistry.","[""Tufani A.; Popov N.; Kova\u010d J.; \u010campelj S.; Mavri\u010d A.; Landovsk\u00fd T.; Cigl M.; Va\u0148k\u00e1tov\u00e1 P.; Loula M.; Novotn\u00e1 V.; Pober\u017enik M.; Herrero-Saboya G.; Martin-Samos L.; Mertelj A.; Lisjak D.""]",Dalton Transactions,14,Material > Evaluation / Characterization,13,12,"The abstract primarily focuses on the evaluation and characterization of the attachment of phosphonic ligands to BHF NPLs using various techniques, which aligns with code 14. The study also discusses the properties of the ferrofluids formed, such as colloidal stability and electric conductivity, which corresponds to code 13. Additionally, the formulation aspect is covered through the synthesis of different phosphonic ligands and their impact on the stability of the ferrofluids, fitting code 12.",12,Material > Formulation,14,11,"Primary (12): The abstract focuses on formulating ferrofluids using phosphonic acid ligands as alternatives to DBSA surfactant for BHF nanoplatelets. Secondary (14): Extensive characterization using spectroscopic techniques, thermogravimetry, and electrokinetic measurements to evaluate ligand attachment and surface properties. Tertiary (11): Chemical synthesis of phosphonic ligands with different functional groups and study of their surface chemistry interactions."
P35,paper,2025,Ferromagnetic nematic suspensions with negative dielectric anisotropy: Competing effects of magnetic and electric fields,"The successful development of ferromagnetic nematic liquid crystals (FNLCs) has opened up a new direction for research in liquid crystals, which has the potential for technological applications. Previous research has predominantly focused on FNLCs based on positive dielectric anisotropy liquid crystals. In this paper, we report the preparation and comprehensive characterization of an FNLC with low birefringence and negative dielectric anisotropy. The suspension was prepared by dispersing and stabilizing barium hexaferrite nanoplatelets in the nematic liquid crystal. The suspension exhibits superior magnetocapacitance and magnetoviscous effects compared with conventional isotropic ferrofluids. We show that electric and magnetic fields applied simultaneously perpendicular to the director have competing effects on the director's alignment and the nanoplatelets' magnetic moments. This ferromagnetic nematic suspension broadens the scope of fundamental studies and has the potential for applications in magnetoelectric and magneto-optic sensors. © 2025 American Physical Society.","[""Santhegudda Jayaramappa S.; Das Kunnummal A.; Manda R.; Mertelj A.; Lisjak D.; Dhara S.""]",Physical Review Applied,14,Material > Evaluation / Characterization,13,38,"The abstract primarily focuses on the preparation and comprehensive characterization of a ferromagnetic nematic liquid crystal, which aligns with code 14 for Evaluation / Characterization. The discussion of the material's properties, such as magnetocapacitance and magnetoviscous effects, supports code 13 for Properties. The potential applications in magnetoelectric and magneto-optic sensors suggest relevance to code 38, which involves using principles of magnetic induction.",12,Material > Formulation,14,49,"Primary (12): The abstract focuses on preparation and formulation of ferromagnetic nematic liquid crystals by dispersing barium hexaferrite nanoplatelets in nematic liquid crystal. Secondary (14): Comprehensive characterization of the FNLC properties including magnetocapacitance and magnetoviscous effects is extensively described. Tertiary (49): The work mentions potential applications in magnetoelectric and magneto-optic sensors, which falls under instruments/physics applications."
P36,paper,2025,"THE INFLUENCE OF MOMENTUM AND CONCENTRATION SLIP BOUNDARY CONDITIONS ON A FERROMAGNETIC DIPOLE WITH RADIATION, THERMOPHORESIS, AND BROWNIAN MOTION","A magnetic dipole effects nonlinear thermal radiation from ferromagnetic liquid when stretched provinces are analyzed numerically utilizing various parameters pertinent to the problem. Ferrofluid will undergo a phase shift and become magnetic when it is in a magnetic field. This technique is useful in various fields, including electronics, loudspeakers, and materials research. This research aimed to gain further knowledge about the one-of-a-kind continual flow of ferrofluids via permeable medium, including Brownian and thermophoresis influences. Ordinary differential equations may be generated using the appropriate similarity transformation. After that, the equations are solved by using the approach known as bvp4c. Calculations are carried out to obtain the results of physical parameters with non-dimension quantities. The effects of velocity, temperature, and concentration, as well as the applications of these factors, are shown graphically. The velocity is affected in various ways by two factors, namely, the ferromagnetic parameter and the distance. The concentration is increased due to both the thermophoretic and Brownian variables. The frictional force rises as the ferromagnetic and Brownian motion parameters increase, yet the Sherwood and Nusselt numbers decrease throughout this process. © 2025, Institute of Mechanics of Continua and Mathematical Sciences. All rights reserved.","[""Vullam N.; Prasad J.L.R.; Kumari M.A.; Adireddy R.; Rao Y.S.; Mahalaxmi U.S.B.K.; Kumar R.A.; Dharmaiah G.; Rao D.P.; Patchala S.""]",Journal of Mechanics of Continua and Mathematical Sciences,24,"Computation > Modelling (ODE, Boundary value, Two-phase, Lifting force, Magneto-optical, Dipole, Strain Energy, Susceptibility)",23,46,"The abstract primarily discusses the numerical analysis and modeling of ferrofluid flow using ordinary differential equations and the bvp4c MATLAB solver, which aligns with code 24 for modeling. The use of MATLAB for solving these equations justifies the secondary classification as 23. The study also involves the effects of thermal radiation and heat transfer, which is relevant to code 46.",26,Computation > Heat,25,24,"The abstract focuses primarily on nonlinear thermal radiation and heat transfer in ferrofluids (code 26). The study involves computational fluid dynamics analysis of ferrofluid flow through porous medium with velocity effects (code 25). The research uses mathematical modeling with ordinary differential equations solved via bvp4c method, fitting the general modeling category (code 24)."
P41,paper,2025,Tunable Magnetic Order in Fe-Mg Codoped Montmorillonite Nanoclay Interfaced with Amino Acids,"This study elucidates the sensitivity of the spin magnetic moment of the Fe-Mg codoped montmorillonite (MMT) nanoclay to its interactions with three unnatural amino acids (AAs): 5-aminovaleric acid, 2-aminopimelic acid, and DL-2-aminocaprylic acid, in the presence and absence of an aqueous environment. These AAs are known as intercalating agents for MMT clay, providing the formation of the nanoplates. Using spin-polarized density functional theory (SP-DFT), the magnetic moment and its tunability to the position of Fe and Mg impurities in the MMT nanoclay crystal lattice, along with the alignment of AA molecules on the nanoclay surface, have been investigated. There is substantial charge transfer between the AA molecule (a donor) and the MMT nanoclay (an acceptor), indicating their strong electrostatic interaction. Moreover, it is found that AA molecules stabilize Fe(II) and prevent its oxidation to Fe(III) through strong interactions with the nanoclay, highlighting the significance of clay-amino acid interactions. The calculations predict the possible transition in magnetic orders (ferromagnetic, antiferromagnetic, and ferrimagnetic) governed by interactions between the MMT nanoclay and the AA molecules in the vacuum and aqueous medium. The significant magnetic exchange coupling observed in some of the nanoclay models, in the presence of an aqueous medium, suggests a unique property of quantum ferrofluids. These findings indicate promising applications of these materials in biomedicine and bioengineering, particularly in the areas requiring an electromagnetic response, such as magnetic resonance and magneto-optical imaging, magnetic drug targeting, hyperthermia cancer treatment, magnetic separation, and magneto-mechanical sensors. © 2025 The Authors. Published by American Chemical Society.","[""Thapa D.; Westra S.; Oas V.; Kilin D.; Kilina S.""]",ACS Omega,13,Material > Properties,24,40,"The primary focus of the abstract is on the properties of the Fe-Mg codoped montmorillonite nanoclay, particularly its magnetic properties and interactions with amino acids, which aligns with code 13 (Properties). The secondary focus is on the computational modeling aspect using spin-polarized density functional theory to study these properties, which corresponds to code 24 (Modelling). The tertiary focus is on the potential applications in biomedicine, such as magnetic drug targeting and hyperthermia cancer treatment, which aligns with code 40 (Medical).",24,"Computation > Modelling (ODE, Boundary value, Two-phase, Lifting force, Magneto-optical, Dipole, Strain Energy, Susceptibility)",42,13,"Primary (24): The study uses spin-polarized density functional theory (SP-DFT) for computational modeling of magnetic properties, magnetic exchange coupling, and magnetic order transitions. Secondary (42): The research focuses on biomedical applications including magnetic resonance imaging, drug targeting, hyperthermia cancer treatment, and magneto-mechanical sensors. Tertiary (13): The work investigates fundamental magnetic properties of Fe-Mg codoped montmorillonite nanoclay, including spin magnetic moments and their tunability."
P44,paper,2025,Time-dependent magneto-optical transmission maximization and determination of critical concentration of the delocalization-localization transition,"This study leads novel approaches to overcome cluster induced magnetic field formation and the associated reduced light transmission beyond a certain critical magnetic field utilizing the ring morphology and time-varying magnetic field. This hypothesis is challenged by the fabrication of large size ferromagnetic, hematite nanoring and nanodisk samples to increase the coupling constant and the interparticle interactions. The nanoring sample transmission outperformed the nanodisk one by 40–50 % under 0.5 mT, 1–5 kHz time-varying magnetic fields, 12 % in the uniform 0–6.5 mT field, and 27 % in the 40x greater gradient field amplitude by Neodymium magnet. Furthermore, the dominant literature view of the dynamics of optical transmission through ferrofluids is corrected. Moreover, the decrease in the optical transmission in the 350–450 nm band is justified in terms of localization, which is found to occur beyond a certain critical concentration, described by the proposed, experimentally verified power law utilizing the results of the renormalization group equation and scaling theory, for the first time. Therefore, challenging limitation of restriction to their qualitative utilization and non-observable quantities besides the previously doubted matching between the method of invariant imbedding and the renormalization group equation have been all resolved, which is crucial for the entire field of complex media. © 2024 Elsevier B.V.","[""Aboqara N.S.; Hisham E. Morshed A.; Sabry Y.M.""]",Journal of Magnetism and Magnetic Materials,13,Material > Properties,14,24,"The abstract primarily discusses the properties of ferrofluids, specifically optical transmission and magnetic field interactions, which aligns with code 13. The study involves the evaluation and characterization of nanoring and nanodisk samples, fitting code 14. Additionally, the use of scaling theory and renormalization group equations suggests a computational modeling aspect, aligning with code 24.",14,Material > Evaluation / Characterization,37,24,"Primary (14): The study focuses on evaluation and characterization of ferrofluid optical transmission properties under various magnetic field conditions. Secondary (37): Experimental work beyond basic evaluation, involving novel approaches with nanoring/nanodisk samples and time-varying magnetic fields. Tertiary (24): Theoretical modeling aspects including renormalization group equations, scaling theory, and power law descriptions of optical transmission behavior."
P46,paper,2025,"The effects of thermal radiation, thermal conductivity, and variable viscosity on ferrofluid in porous medium under magnetic field","Purpose: This study aims to analyze the two-dimensional ferrofluid flow in porous media. The effects of changes in parameters such as permeability parameter, buoyancy parameter, Reynolds and Prandtl numbers, radiation parameter, velocity slip parameter, energy dissipation parameter and viscosity parameter on the velocity and temperature profile are displayed numerically and graphically. Design/methodology/approach: By using simplification, nonlinear differential equations are converted into ordinary nonlinear equations. Modeling is done in the Cartesian coordinate system. The finite element method (FEM) and the Akbari-Ganji method (AGM) are used to solve the present problem. The finite element model determines each parameter’s effect on the fluid’s velocity and temperature. Findings: The results show that if the viscosity parameter increases, the temperature of the fluid increases, but the velocity of the fluid decreases. As can be seen in the figures, by increasing the permeability parameter, a reduction in velocity and an enhancement in fluid temperature are observed. When the Reynolds number increases, an increase in fluid velocity and temperature is observed. If the speed slip parameter increases, the speed decreases, and as the energy dissipation parameter increases, the temperature also increases. Originality/value: When considering factors like thermal conductivity and variable viscosity in this context, they can significantly impact velocity slippage conditions. The primary objective of the present study is to assess the influence of thermal conductivity parameters and variable viscosity within a porous medium on ferrofluid behavior. This particular flow configuration is chosen due to the essential role of ferrofluids and their extensive use in engineering, industry and medicine. © 2024, Emerald Publishing Limited.","[""Dehghan Afifi M.; Jalili B.; Mirzaei A.; Jalili P.; Ganji D.""]",World Journal of Engineering,24,"Computation > Modelling (ODE, Boundary value, Two-phase, Lifting force, Magneto-optical, Dipole, Strain Energy, Susceptibility)",25,46,"The abstract primarily discusses the modeling of ferrofluid flow in porous media, which aligns with code 24 for Modelling. The study involves analyzing fluid flow characteristics, making code 25 for Flow relevant as a secondary classification. The analysis of temperature profiles and the influence of parameters like thermal conductivity suggest relevance to Heat transfer, justifying code 46 as the tertiary classification.",25,Computation > Flow,26,24,The abstract primarily focuses on ferrofluid flow analysis in porous media with detailed velocity and temperature profile studies (code 25 - Flow). Heat transfer effects are extensively discussed through temperature analysis and thermal parameters (code 26 - Heat). The study employs mathematical modeling using FEM and AGM methods to solve nonlinear differential equations (code 24 - Modelling).
P47,paper,2025,Using PSO and SA for optimizing the retardance in dextran-citrate coated ferrofluids,"Double-layer coating of dextran and citrate (DC) on the Fe3O4 (magnetite) ferrofluids (FFs) has been conducted for biomedical applications such as hyperthermia and magnetic resonance imaging. The magnetic retardance of DC-coated FFs was measured, and the magnetic heating effect was investigated previously. An experiment was conducted using the uniform design method; we enabled the formula to fit with experimental data on retardance through the stepwise regression analysis. Two intelligent search methods, particle swarm optimization (PSO) and simulated annealing (SA), were used to find the maximum retardance. The optimized parametric combinations were decided as [0.0750, 75.7945, 0.3225, 0.6500] and [0.0750, 75.844, 0.323, 0.65], respectively, denoting the Fe3O4 concentration, the coating temperature, the mass of citrate and dextran. The corresponding maximum retardances were 119.6576° and 119.6558°. The PSO algorithm was more effective and accessible than the SA algorithm in optimizing retardance. As for the hybrid optimization selected for solving complex problems, such as PSO was used to find a near-global solution, and SA was then used for searching for a global solution, the parameter fine-tuning of SA affects the final result. A hybrid metaheuristic algorithm with the local gradient-based sequential quadratic programming (SQP) algorithm is used to find the global solution because of its effectiveness and convergence speed in research. Overall, we provide some two-level hybrid optimizations for the global exploration of the retardance of DC-coated FFs. The hybrid algorithms, including PSO-SA, PSO-SQP, or SA-SQP, allow us to explore a more accurate global solution with high performance. © The Author(s), under exclusive licence to Springer-Verlag London Ltd., part of Springer Nature 2024.","[""Lin J.-F.; Sheu J.-J.""]",Neural Computing and Applications,42,Application > Biomedical,14,27,"The primary focus of the abstract is on the biomedical applications of the dextran and citrate-coated ferrofluids, specifically for hyperthermia and magnetic resonance imaging, which aligns with code 42 (Biomedical). The secondary focus is on the evaluation and characterization of the magnetic retardance of the coated ferrofluids, fitting code 14 (Evaluation / Characterization). The tertiary aspect involves the use of hybrid optimization algorithms to model and optimize the retardance, which corresponds to code 27 (Modelling).",27,Computation > Modelling,42,14,"Primary (27): The abstract focuses heavily on mathematical modeling and optimization algorithms (PSO, SA, SQP) to optimize ferrofluid parameters. Secondary (42): The ferrofluids are specifically designed for biomedical applications including hyperthermia and MRI. Tertiary (14): The work involves characterization through magnetic retardance measurements and experimental evaluation using uniform design methods."
P49,paper,2025,Design and Dynamic Characteristics Research of Fishmouth Shaped Baffle Ferrofluid Micro-Pump,"The ferrofluid micropump has attracted attention due to its characteristics such as precision and non-contact manipulation, but there are still some challenging scientific issues to be addressed. Based on the characteristics of ferrofluids and the principle of magnetic force driving, a new type of ferrofluid micropump is designed in this article. The dynamic characteristics of the driving interface of the ferrofluid micropump and the performance of the micropump are thoroughly discussed and analyzed. It is found that coal-based ferrofluids have less influence from temperature and magnetic fields, exhibiting better dynamic characteristics at the interface. When the injection amount of coal-based ferrofluid is 10 μL with a gap of 0.5 mm, and the rotating radius of the magnet is 4 mm, the ferrofluid micropump operates with a pumping capacity of 300.13 μL/min at a rotation speed of 32 rpm. The obtained research results provide important scientific insights for the design and application of ferrofluid micropumps. © The Author(s), under exclusive licence to Shiraz University 2025.","[""Zhu G.; Li Z.; Li W.; Liu S.; Wang Z.; Cheng C.; Liu Y.; Zhang F.; Jiao Y.""]",Iranian Journal of Science and Technology - Transactions of Mechanical Engineering,45,Application > Flow,13,49,"The primary focus of the abstract is on the design and performance analysis of a ferrofluid micropump, which aligns with the application of flow (code 45). The secondary focus is on the properties of coal-based ferrofluids, particularly their dynamic characteristics and stability under temperature and magnetic fields, which corresponds to properties (code 13). The tertiary aspect involves the engineering and instrumentation aspects of the micropump, which fits under digital micro fluids, damping, physics, environmental, engineering, instruments to evaluate FF (code 49).",49,"Application > Digital Micro Fluids, Damping, Physics, Environmental, Engineering, Instruments to evaluate FF",37,13,"Primary 49: The abstract describes a ferrofluid micropump design and application, which falls under digital microfluidics and engineering instruments. Secondary 37: Experimental work involving testing different parameters like injection amounts, gaps, and rotation speeds to evaluate pump performance. Tertiary 13: Discussion of ferrofluid properties, specifically comparing coal-based ferrofluids' temperature and magnetic field characteristics."
P5,paper,2025,"The linear, decoupled and fully discrete finite element methods for simplified two-phase ferrohydrodynamics model","In this paper, we consider numerical approximations of a phase field model for simplified two-phase ferrofluids. This model is a highly nonlinear and coupled multiphysics PDE system with Cahn-Hilliard equations, Navier-Stokes equations, magnetization equation and magnetostatic equation. By combining the artificial compressibility method for the Navier-Stokes equations, the convex splitting method or the stabilize explicit method for Cahn-Hilliard systems, the subtle implicit-explicit treatments and some extra stabilization terms for nonlinear coupling terms, we construct two linear, decoupled and fully discrete finite element methods to solve multiphysics system efficiently. The proposed schemes do not enforce any artificial boundary condition on the pressure. Furthermore, the energy stability and unique solvability are obtained for the proposed schemes. In order to accurately capture the diffuse interface, we apply the adaptive mesh strategy. Finally, a series of numerical experiments verify the theory and illustrate the efficiency and effectiveness of these methods. © 2024 IMACS","[""Chen X.; Li R.; Li J.""]",Applied Numerical Mathematics,24,"Computation > Modelling (ODE, Boundary value, Two-phase, Lifting force, Magneto-optical, Dipole, Strain Energy, Susceptibility)",21,28,"The abstract primarily discusses the numerical approximations of a phase field model for two-phase ferrofluids, which falls under 'Modelling' (code 24). The use of finite element methods indicates a focus on 'FEA' (code 21) as a secondary aspect. The mention of energy stability and unique solvability relates to 'Stability and other' (code 28) as a tertiary aspect.",21,Computation > FEA,24,22,"The abstract focuses on finite element methods (FEA) for solving ferrofluid equations, making 21 the primary classification. The work involves comprehensive mathematical modeling of two-phase ferrofluids with coupled multiphysics PDEs (24 for modeling). The system includes Navier-Stokes equations which relates to computational fluid dynamics (22 for CFD)."
